35800000|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-35800000| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358000FB|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358000FB| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358001F6|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358001F6| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358002F1|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358002F1| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358003EC|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358003EC| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358004E7|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358004E7| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358005E2|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358005E2| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358006DD|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358006DD| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358007D8|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358007D8| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358008D3|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358008D3| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
358009CE|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-358009CE| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
35800AC9|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-35800AC9| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
35800BC4|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-35800BC4| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
35800CBF|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-35800CBF| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
35800DBA|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-35800DBA| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
35800EB5|  0.| 0.0|0.00|  0.0| 0.00|  0.00|0.00000| 0.00000|     0.00|
-35800EB5| -0.|-0.0|-.00| -0.0|-0.00| -0.00|-.00000|-0.00000|    -0.00|
